Index,Implementation,Solution,Label,Passes,Duration,Threads,Algorithm,Faithful,Bits,PassesPerSecond
1,java,1,MansenC+pez-boolean-array,10642,5.00000,1,base,yes,8,2128.40000
2,java,1,pez-bitset,5065,5.00000,1,base,yes,1,1013.00000
