Index,Implementation,Solution,Label,Passes,Duration,Threads,Algorithm,Faithful,Bits,PassesPerSecond
1,cpp,3,flo80_pol_constexpr,324214806,5.00003,1,base,no,1,64842611.04990
2,cpp,3,flo80_pol_constexpr,234686364,5.00117,11,base,no,1,4266022.28476
